Key,english
vehicleBoxTruckbodyDesc,"Phụ tùng cần thiết để chế tạo Xe Tải Thùng."
vehicleBoxTruckchassis,"Khung Gầm Xe Tải Thùng"
vehicleBoxTruckchassisDesc,"Phụ tùng cần thiết để chế tạo Xe Tải Thùng."
vehicleBoxTruckPlain,"Xe Tải Thùng"
vehicleBoxTruckPlainplaceable,"Xe Tải Thùng"
vehicleBoxTruckPlainplaceableDesc,"Một chiếc Xe Tải Thùng cũ kỹ."
vehicleBoxTruckHostess,"Xe Tải Bánh Ngọt Hostess"
vehicleBoxTruckHostessplaceable,"Xe Tải Bánh Ngọt Hostess"
vehicleBoxTruckHostessplaceableDesc,"Món khoái khẩu của Tallahassee!"

vehicleGNXchassis,"Khung Gầm GNX"
vehicleGNXchassisDesc,"Phụ tùng cần thiết để chế tạo xe GNX."
vehicleGNXaccessories,"Vỏ Xe GNX"
vehicleGNXaccessoriesDesc,"Phụ tùng cần thiết để chế tạo xe GNX."
vehicleGNX,"Xe Thể Thao GNX"
vehicleGNXplaceable,"Xe Thể Thao GNX"
vehicleGNXplaceableDesc,"Lái xe dạo quanh vùng đất hoang thật phong cách!"
vehicleGNXRed,"Xe Thể Thao GNX"
vehicleGNXRedplaceable,"Xe GNX (Đỏ)"
vehicleGNXRedplaceableDesc,"Lái xe dạo quanh vùng đất hoang thật phong cách!"

vehicleGolfCart,"Xe Golf"
vehicleGolfCartchassis,"Khung Gầm Xe Golf"
vehicleGolfCartchassisDesc,"Phụ tùng cần thiết để chế tạo Xe Golf."
vehicleGolfCartaccessories,"Phụ Kiện Xe Golf"
vehicleGolfCartaccessoriesDesc,"Phụ tùng cần thiết để chế tạo Xe Golf."
vehicleGolfCartplaceable,"Xe Golf"
vehicleGolfCartplaceableDesc,"Tuy không to tát gì nhưng vẫn tốt chán so với đi bộ!"
meleeGolfClub,"Gậy Đánh Golf"
meleeGolfClubDesc,"Không có trái golf ư? Lúc nào chả có đầy zombie để bạn tập vung gậy!"

vehicleWillyJeep,"Xe Jeep Willy"
vehicleWillyJeepplaceable,"Xe Jeep Willy"
vehicleWillyJeepplaceableDesc,"Nếu nó sống sót qua được Thế Chiến 2 thì chắc chắn nó sẽ chịu được chuyện này!"
vehicleWillyJeepTopless,"Xe Jeep Willy Mui Trần"
vehicleWillyJeepToplessplaceable,"Xe Jeep Willy Mui Trần"
vehicleWillyJeepToplessplaceableDesc,"Giờ thì tha hồ tận hưởng cảm giác gió lùa qua kẽ tóc!"
vehicleWillyJeepBlack,"Xe Jeep Willy (Đen)"
vehicleWillyJeepBlackplaceable,"Xe Jeep Willy (Đen)"
vehicleWillyJeepBlackplaceableDesc,"Nếu nó sống sót qua được Thế Chiến 2 thì chắc chắn nó sẽ chịu được chuyện này!"
vehicleWillyJeepToplessBlack,"Xe Jeep Willy Mui Trần (Đen)"
vehicleWillyJeepToplessBlackplaceable,"Xe Jeep Willy Mui Trần (Đen)"
vehicleWillyJeepToplessBlackplaceableDesc,"Giờ thì tha hồ tận hưởng cảm giác gió lùa qua kẽ tóc!"
vehicleWillyJeepBlue,"Xe Jeep Willy (Xanh Dương)"
vehicleWillyJeepBlueplaceable,"Xe Jeep Willy (Xanh Dương)"
vehicleWillyJeepBlueplaceableDesc,"Nếu nó sống sót qua được Thế Chiến 2 thì chắc chắn nó sẽ chịu được chuyện này!"
vehicleWillyJeepToplessBlue,"Xe Jeep Willy Mui Trần (Xanh Dương)"
vehicleWillyJeepToplessBlueplaceable,"Xe Jeep Willy Mui Trần (Xanh Dương)"
vehicleWillyJeepToplessBlueplaceableDesc,"Giờ thì tha hồ tận hưởng cảm giác gió lùa qua kẽ tóc!"
vehicleWillyJeepGreen,"Xe Jeep Willy (Xanh Lá)"
vehicleWillyJeepGreenplaceable,"Xe Jeep Willy (Xanh Lá)"
vehicleWillyJeepGreenplaceableDesc,"Nếu nó sống sót qua được Thế Chiến 2 thì chắc chắn nó sẽ chịu được chuyện này!"
vehicleWillyJeepToplessGreen,"Xe Jeep Willy Mui Trần (Xanh Lá)"
vehicleWillyJeepToplessGreenplaceable,"Xe Jeep Willy Mui Trần (Xanh Lá)"
vehicleWillyJeepToplessGreenplaceableDesc,"Giờ thì tha hồ tận hưởng cảm giác gió lùa qua kẽ tóc!"
vehicleWillyJeepOrange,"Xe Jeep Willy (Cam)"
vehicleWillyJeepOrangeplaceable,"Xe Jeep Willy (Cam)"
vehicleWillyJeepOrangeplaceableDesc,"Nếu nó sống sót qua được Thế Chiến 2 thì chắc chắn nó sẽ chịu được chuyện này!"
vehicleWillyJeepToplessOrange,"Xe Jeep Willy Mui Trần (Cam)"
vehicleWillyJeepToplessOrangeplaceable,"Xe Jeep Willy Mui Trần (Cam)"
vehicleWillyJeepToplessOrangeplaceableDesc,"Giờ thì tha hồ tận hưởng cảm giác gió lùa qua kẽ tóc!"
vehicleWillyJeepPurple,"Xe Jeep Willy (Tím)"
vehicleWillyJeepPurpleplaceable,"Xe Jeep Willy (Tím)"
vehicleWillyJeepPurpleplaceableDesc,"Nếu nó sống sót qua được Thế Chiến 2 thì chắc chắn nó sẽ chịu được chuyện này!"
vehicleWillyJeepToplessPurple,"Xe Jeep Willy Mui Trần (Tím)"
vehicleWillyJeepToplessPurpleplaceable,"Xe Jeep Willy Mui Trần (Tím)"
vehicleWillyJeepToplessPurpleplaceableDesc,"Giờ thì tha hồ tận hưởng cảm giác gió lùa qua kẽ tóc!"
vehicleWillyJeepRed,"Xe Jeep Willy (Đỏ)"
vehicleWillyJeepRedplaceable,"Xe Jeep Willy (Đỏ)"
vehicleWillyJeepRedplaceableDesc,"Nếu nó sống sót qua được Thế Chiến 2 thì chắc chắn nó sẽ chịu được chuyện này!"
vehicleWillyJeepToplessRed,"Xe Jeep Willy Mui Trần (Đỏ)"
vehicleWillyJeepToplessRedplaceable,"Xe Jeep Willy Mui Trần (Đỏ)"
vehicleWillyJeepToplessRedplaceableDesc,"Giờ thì tha hồ tận hưởng cảm giác gió lùa qua kẽ tóc!"

vehicleMRAP,"Xe Bọc Thép MRAP"
vehicleMRAP2,"Xe Bọc Thép MRAP"
vehicleMRAPplaceable,"Xe Bọc Thép MRAP"
vehicleMRAP2placeableDesc,"Một chiếc xe quân sự MRAP. Bạn còn đòi hỏi gì hơn nữa?"
vehicleMRAP2placeable,"Xe Bọc Thép MRAP"
vehicleMRAPplaceableDesc,"Một chiếc xe quân sự MRAP. Bạn còn đòi hỏi gì hơn nữa?"
vehicleMRAPaccessories,"Phụ Kiện MRAP"
vehicleMRAPaccessoriesDesc,"Phụ kiện cần thiết để chế tạo xe MRAP."
vehicleMRAPparts,"Phụ Tùng MRAP"
vehicleMRAPpartsDesc,"Phụ tùng cần thiết để chế tạo xe MRAP."

vehicleMarauder,"Xe Bọc Thép Marauder"
vehicleMarauderplaceable,"Xe Bọc Thép Marauder"
vehicleMarauderplaceableDesc,"Bọn zombie sẽ phải thèm thuồng con xe này cho xem!"
vehicleMarauderblack,"Xe Bọc Thép Marauder"
vehicleMarauderblackplaceable,"Xe Bọc Thép Marauder (Đen)"
vehicleMarauderblackplaceableDesc,"Bọn zombie sẽ phải thèm thuồng con xe này cho xem!"
vehicleMarauderchassis,"Khung Gầm Marauder"
vehicleMarauderchassisDesc,"Phụ tùng cần thiết để chế tạo xe Marauder."
vehicleMarauderaccessories,"Phụ Kiện Marauder"
vehicleMarauderaccessoriesDesc,"Phụ tùng cần thiết để chế tạo xe Marauder."

vehicleUAZaccessories,"Phụ Kiện UAZ 452"
vehicleUAZaccessoriesDesc,"Phụ tùng cần thiết để chế tạo xe UAZ 452."
vehicleUAZ452chassis,"Khung Gầm UAZ 452"
vehicleUAZ452chassisDesc,"Phụ tùng cần thiết để chế tạo xe UAZ 452."
vehicleUAZ452,"Xe Van UAZ 452"
vehicleUAZ452placeable,"Xe Van UAZ 452"
vehicleUAZ452placeableDesc,"Hòa nhập hoàn hảo với khung cảnh tận thế!"

vehicleNovachassis,"Khung Gầm Nova"
vehicleNovachassisDesc,"Phụ tùng cần thiết để chế tạo xe Nova."
vehicleNovaaccessories,"Phụ Kiện Nova"
vehicleNovaaccessoriesDesc,"Phụ tùng cần thiết để chế tạo xe Nova."
vehicleNova,"Xe Thể Thao Nova"
vehicleNovaplaceable,"Xe Thể Thao Nova"
vehicleNovaplaceableDesc,"Một huyền thoại cổ điển..."
vehicleNovared,"Xe Thể Thao Nova"
vehicleNovaredplaceable,"Xe Thể Thao Nova (Đỏ)"
vehicleNovaredplaceableDesc,"Một huyền thoại cổ điển..."
vehicleNovablack,"Xe Thể Thao Nova"
vehicleNovablackplaceable,"Xe Thể Thao Nova (Đen)"
vehicleNovablackplaceableDesc,"Một huyền thoại cổ điển..."

vehicleWorkTruckchassis,"Khung Gầm Xe Tải Công Trình"
vehicleWorkTruckchassisDesc,"Phụ tùng cần thiết để chế tạo Xe Tải Công Trình."
vehicleWorkTruckaccessories,"Phụ Kiện Xe Tải Công Trình"
vehicleWorkTruckaccessoriesDesc,"Phụ tùng cần thiết để chế tạo Xe Tải Công Trình."
vehicleWorkTruck,"Xe Tải Công Trình"
vehicleWorkTruckplaceable,"Xe Tải Công Trình"
vehicleWorkTruckplaceableDesc,"Trông như thể nó đã trải qua nhiều thứ tồi tệ hơn cả ngày tận thế vậy..."

vehicleTrophyTruckchassis,"Khung Gầm Xe Bán Tải Địa Hình"
vehicleTrophyTruckchassisDesc,"Phụ tùng cần thiết để chế tạo Xe Bán Tải Địa Hình."
vehicleTrophyTruckbody,"Thân Xe Bán Tải Địa Hình"
vehicleTrophyTruckbodyDesc,"Phụ tùng cần thiết để chế tạo Xe Bán Tải Địa Hình."
vehicleTrophyTruck,"Xe Bán Tải Địa Hình"
vehicleTrophyTruckplaceable,"Xe Bán Tải Địa Hình"
vehicleTrophyTruckplaceableDesc,"Thế giới có thể đã tàn lụi, nhưng giấc mơ làm tay đua bá đạo của bạn thì chưa. Bạn sẽ trở thành tay đua sa mạc cừ khôi nhất... chủ yếu vì bọn zombie lái xe khá tệ.\n\nĐạp lút cán đi, và đừng có nhát cáy!"

vehicleBRDM2chassis,"Khung Gầm BRDM-2"
vehicleBRDM2chassisDesc,"Phụ tùng cần thiết để chế tạo xe bọc thép BRDM-2."
vehicleBRDM2accessories,"Phụ Kiện BRDM-2"
vehicleBRDM2accessoriesDesc,"Phụ tùng cần thiết để chế tạo xe bọc thép BRDM-2."
vehicleBRDM2,"Xe Bọc Thép BRDM-2 (Rừng rậm)"
vehicleBRDM2placeable,"Xe Bọc Thép BRDM-2 (Rừng rậm)"
vehicleBRDM2placeableDesc,"Một chiếc xe quân sự còn nguyên vẹn đến bất ngờ."
vehicleBRDM2desert,"Xe Bọc Thép BRDM-2 (Sa mạc)"
vehicleBRDM2desertplaceable,"Xe Bọc Thép BRDM-2 (Sa mạc)"
vehicleBRDM2desertplaceableDesc,"Một chiếc xe quân sự còn nguyên vẹn đến bất ngờ."
vehicleBRDM2new,"Xe Bọc Thép BRDM-2"
vehicleBRDM2newplaceable,"Xe Bọc Thép BRDM-2 (Mới)"
vehicleBRDM2newplaceableDesc,"Một chiếc xe quân sự còn nguyên vẹn đến bất ngờ."

vehiclePickupchassis,"Khung Gầm Xe Bán Tải"
vehiclePickupchassisDesc,"Phụ tùng cần thiết để chế tạo Xe Bán Tải."
vehiclePickupaccessories,"Phụ Kiện Xe Bán Tải"
vehiclePickupaccessoriesDesc,"Phụ tùng cần thiết để chế tạo Xe Bán Tải."
vehiclePickup,"Xe Bán Tải"
vehiclePickupplaceable,"Xe Bán Tải"
vehiclePickupplaceableDesc,"Hãy làm cho lũ zombie ghen tị với con xe tải sành điệu này!"

vehicleMD500chassis,"Khung Gầm Trực Thăng MD-500"
vehicleMD500chassisDesc,"Phụ tùng cần thiết để chế tạo Trực thăng MD-500."
vehicleMD500accessories,"Phụ Kiện Trực Thăng MD-500"
vehicleMD500accessoriesDesc,"Phụ tùng cần thiết để chế tạo Trực thăng MD-500."
vehicleMD500,"Trực Thăng MD-500"
vehicleMD500placeable,"Trực Thăng MD-500"
vehicleMD500placeableDesc,"Bọn chúng làm sao giết được bạn nếu chúng thậm chí không thể chạm vào bạn!"

vehicleDusterchassis,"Khung Gầm Máy Bay Duster"
vehicleDusterchassisDesc,"Phụ tùng cần thiết để chế tạo Máy bay Duster."
vehicleDusteraccessories,"Phụ Kiện Máy Bay Duster"
vehicleDusteraccessoriesDesc,"Phụ tùng cần thiết để chế tạo Máy bay Duster."
vehicleDuster,"Máy Bay Duster"
vehicleDusterplaceable,"Máy Bay Duster"
vehicleDusterplaceableDesc,"Trông có vẻ là cất cánh bay được đấy..."

vehicleStallionchassis,"Khung Gầm Stallion"
vehicleStallionchassisDesc,"Phụ tùng cần thiết để chế tạo xe Stallion."
vehicleStallionaccessories,"Phụ Kiện Stallion"
vehicleStallionaccessoriesDesc,"Phụ tùng cần thiết để chế tạo xe Stallion."
vehicleStalliongreen,"Xe Thể Thao Stallion"
vehicleStalliongreenplaceable,"Xe Stallion (Xanh Lá)"
vehicleStalliongreenplaceableDesc,"Một huyền thoại cổ điển..."
vehicleStallionred,"Xe Thể Thao Stallion"
vehicleStallionredplaceable,"Xe Stallion (Đỏ)"
vehicleStallionredplaceableDesc,"Một huyền thoại cổ điển..."
vehicleStallionblue,"Xe Thể Thao Stallion"
vehicleStallionblueplaceable,"Xe Stallion (Xanh Dương)"
vehicleStallionblueplaceableDesc,"Một huyền thoại cổ điển..."
vehicleStallionwhite,"Xe Thể Thao Stallion"
vehicleStallionwhiteplaceable,"Xe Stallion (Trắng)"
vehicleStallionwhiteplaceableDesc,"Một huyền thoại cổ điển..."
vehicleStallion,"Xe Thể Thao Stallion"
vehicleStallionplaceable,"Xe Stallion"
vehicleStallionplaceableDesc,"Một huyền thoại cổ điển..."

vehicleDirtBike,"Xe Cào Cào"
vehicleDirtBikeplaceable,"Xe Cào Cào"
vehicleDirtBikeplaceableDesc,"Một chiếc xe địa hình (xe cào cào).\nVà chẳng có gã hàng xóm nào cằn nhằn về tiếng ồn của nó nữa. Tuyệt cú mèo!"
vehicleDirtBikeChassis,"Khung Gầm Xe Cào Cào"
vehicleDirtBikeChassisDesc,"Sự khởi đầu của một thứ gì đó... cực kỳ tuyệt vời!"
vehicleDirtBikeParts,"Phụ Tùng Xe Cào Cào"
vehicleDirtBikePartsDesc,"Bạn chắc chắn sẽ cần đến những thứ này."

vehicleChargerchassis,"Khung Gầm Charger"
vehicleChargerchassisDesc,"Phụ tùng cần thiết để chế tạo xe Charger."
vehicleChargeraccessories,"Phụ Kiện Charger"
vehicleChargeraccessoriesDesc,"Phụ tùng cần thiết để chế tạo xe Charger."
vehicleChargerNew,"Xe Thể Thao Charger"
vehicleChargerNewplaceable,"Xe Charger (Mới)"
vehicleChargerNewplaceableDesc,"Một huyền thoại cổ điển..."
vehicleChargerOld,"Xe Thể Thao Charger"
vehicleChargerOldplaceable,"Xe Charger (Cũ)"
vehicleChargerOldplaceableDesc,"Một huyền thoại cổ điển..."
vehicleChargerorange,"Xe Thể Thao Charger"
vehicleChargerorangeplaceable,"Xe Charger (Cam)"
vehicleChargerorangeplaceableDesc,"Một huyền thoại cổ điển..."
vehicleChargerorange2,"Xe Thể Thao Charger"
vehicleChargerorange2placeable,"Xe Charger (Cam rỉ sét)"
vehicleChargerorange2placeableDesc,"Một huyền thoại cổ điển..."
vehicleChargerblack,"Xe Thể Thao Charger"
vehicleChargerblackplaceable,"Xe Charger (Đen)"
vehicleChargerblackplaceableDesc,"Một huyền thoại cổ điển..."
vehicleChargerblack2,"Xe Thể Thao Charger"
vehicleChargerblack2placeable,"Xe Charger (Đen rỉ sét)"
vehicleChargerblack2placeableDesc,"Một huyền thoại cổ điển..."
vehicleChargeryellow,"Xe Thể Thao Charger"
vehicleChargeryellowplaceable,"Xe Charger (Vàng)"
vehicleChargeryellowplaceableDesc,"Một huyền thoại cổ điển..."
vehicleChargeryellow2,"Xe Thể Thao Charger"
vehicleChargeryellow2placeable,"Xe Charger (Vàng rỉ sét)"
vehicleChargeryellow2placeableDesc,"Một huyền thoại cổ điển..."
vehicleChargergreen,"Xe Thể Thao Charger"
vehicleChargergreenplaceable,"Xe Charger (Xanh Lá)"
vehicleChargergreenplaceableDesc,"Một huyền thoại cổ điển..."
vehicleChargergreen2,"Xe Thể Thao Charger"
vehicleChargergreen2placeable,"Xe Charger (Xanh Lá rỉ sét)"
vehicleChargergreen2placeableDesc,"Một huyền thoại cổ điển..."
vehicleChargerteal,"Xe Thể Thao Charger"
vehicleChargertealplaceable,"Xe Charger (Mòng Két)"
vehicleChargertealplaceableDesc,"Một huyền thoại cổ điển..."
vehicleChargerteal2,"Xe Thể Thao Charger"
vehicleChargerteal2placeable,"Xe Charger (Mòng Két rỉ sét)"
vehicleChargerteal2placeableDesc,"Một huyền thoại cổ điển..."
vehicleChargerrust,"Xe Thể Thao Charger"
vehicleChargerrustplaceable,"Xe Charger (Rỉ sét)"
vehicleChargerrustplaceableDesc,"Một huyền thoại cổ điển..."
vehicleChargerrust2,"Xe Thể Thao Charger"
vehicleChargerrust2placeable,"Xe Charger (Rỉ sét đậm)"
vehicleChargerrust2placeableDesc,"Một huyền thoại cổ điển..."

vehicleJunker,"Xe Máy Phế Liệu"
vehicleJunkerplaceable,"Xe Máy Phế Liệu"
vehicleJunkerplaceableDesc,"Một chiếc mô tô độ đã cũ."
vehicleJunker2,"Xe Máy Phế Liệu"
vehicleJunker2placeable,"Xe Máy Phế Liệu (Tím)"
vehicleJunker2placeableDesc,"Một chiếc mô tô độ đã cũ."
vehicleJunkerChassis,"Khung Gầm Xe Máy Phế Liệu"
vehicleJunkerChassisDesc,"Sự khởi đầu của một thứ gì đó... cực kỳ tuyệt vời!"
vehicleJunkerbars,"Ghi-đông Xe Máy Phế Liệu"
vehicleJunkerbarsDesc,"Bạn chắc chắn sẽ cần đến những thứ này."

vehicleCruiser,"Xe Máy Cruiser"
vehicleCruiserplaceable,"Xe Máy Cruiser"
vehicleCruiserplaceableDesc,"Một chiếc Cruiser độ. Tuyệt cú mèo!"
vehicleCruiser2,"Xe Máy Cruiser"
vehicleCruiser2placeable,"Xe Cruiser (Bạc màu)"
vehicleCruiser2placeableDesc,"Một chiếc Cruiser độ. Tuyệt cú mèo!"
vehicleCruiserchassis,"Khung Gầm Cruiser"
vehicleCruiserchassisDesc,"Sự khởi đầu của một thứ gì đó... cực kỳ tuyệt vời!"
vehicleCruiserbars,"Ghi-đông Cruiser"
vehicleCruiserbarsDesc,"Bạn chắc chắn sẽ cần đến những thứ này."

vehicleRat,"Xe Máy Rat"
vehicleRatplaceable,"Xe Máy Rat"
vehicleRatplaceableDesc,"Một chiếc xe máy Rat độ."
vehicleRat2,"Xe Máy Rat"
vehicleRat2placeable,"Xe Rat (Đỏ)"
vehicleRat2placeableDesc,"Một chiếc xe máy Rat độ."
vehicleRatChassis,"Khung Gầm Xe Rat"
vehicleRatChassisDesc,"Sự khởi đầu của một thứ gì đó... cực kỳ tuyệt vời!"
vehicleRatbars,"Ghi-đông Xe Rat"
vehicleRatbarsDesc,"Bạn chắc chắn sẽ cần đến những thứ này."

vehicleSHERPchassis,"Khung Gầm SHERP"
vehicleSHERPchassisDesc,"Phụ tùng cần thiết để chế tạo xe SHERP."
vehicleSHERPaccessories,"Phụ Kiện SHERP"
vehicleSHERPaccessoriesDesc,"Phụ tùng cần thiết để chế tạo xe SHERP."
vehicleSHERP,"Xe Địa Hình SHERP"
vehicleSHERPplaceable,"Xe Địa Hình SHERP"
vehicleSHERPplaceableDesc,"Một chiếc xe địa hình độ chuyên dụng."

vehicleUH60chassis,"Khung Gầm Trực Thăng UH-60"
vehicleUH60chassisDesc,"Phụ tùng cần thiết để chế tạo Trực Thăng UH-60."
vehicleUH60accessories,"Phụ Kiện Trực Thăng UH-60"
vehicleUH60accessoriesDesc,"Phụ tùng cần thiết để chế tạo Trực Thăng UH-60."
vehicleUH60,"Trực Thăng UH-60"
vehicleUH60placeable,"Trực Thăng UH-60"
vehicleUH60placeableDesc,"Bọn chúng làm sao giết được bạn nếu chúng thậm chí không thể chạm vào bạn!"

vehicleHotRodchassis,"Khung Gầm Hot Rod"
vehicleHotRodchassisDesc,"Phụ tùng cần thiết để chế tạo xe Hot Rod."
vehicleHotRodaccessories,"Phụ Kiện Hot Rod"
vehicleHotRodaccessoriesDesc,"Phụ tùng cần thiết để chế tạo xe Hot Rod."
vehicleHotRod1,"Xe Độ Hot Rod"
vehicleHotRod2,"Xe Độ Hot Rod"
vehicleHotRod3,"Xe Độ Hot Rod"
vehicleHotRod4,"Xe Độ Hot Rod"
vehicleHotRod5,"Xe Độ Hot Rod"
vehicleHotRod6,"Xe Độ Hot Rod"
vehicleHotRod1placeable,"Xe Độ Hot Rod"
vehicleHotRod1placeableDesc,"Một chiếc Hot Rod được độ lại."
vehicleHotRod2placeable,"Xe Độ Hot Rod"
vehicleHotRod2placeableDesc,"Một chiếc Hot Rod được độ lại."
vehicleHotRod3placeable,"Xe Độ Hot Rod"
vehicleHotRod3placeableDesc,"Một chiếc Hot Rod được độ lại."
vehicleHotRod4placeable,"Xe Độ Hot Rod"
vehicleHotRod4placeableDesc,"Một chiếc Hot Rod được độ lại."
vehicleHotRod5placeable,"Xe Độ Hot Rod"
vehicleHotRod5placeableDesc,"Một chiếc Hot Rod được độ lại."
vehicleHotRod6placeable,"Xe Độ Hot Rod"
vehicleHotRod6placeableDesc,"Một chiếc Hot Rod được độ lại."

vehicleHumveechassis,"Khung Gầm Humvee"
vehicleHumveechassisDesc,"Phụ tùng cần thiết để chế tạo xe Humvee."
vehicleHumveebody,"Thân Xe Humvee"
vehicleHumveebodyDesc,"Phụ tùng cần thiết để chế tạo xe Humvee."
vehicleHumvee,"Xe Quân Sự Humvee"
vehicleHumveeplaceable,"Xe Quân Sự Humvee"
vehicleHumveeplaceableDesc,"Hàng thanh lý quân sự xịn xò nhất!"
vehicleHumveeTopless,"Xe Quân Sự Humvee"
vehicleHumveeToplessplaceable,"Xe Humvee (Mở Mui)"
vehicleHumveeToplessplaceableDesc,"Hàng thanh lý quân sự xịn xò nhất!"
modVehicleHumveeDoors,"Cửa Xe Humvee"
modVehicleHumveeDoorsDesc,"Gắn bản mod này vào chiếc Humvee của bạn nếu bạn muốn nó có cửa."

vehicleBuggychassis,"Khung Gầm Buggy"
vehicleBuggychassisDesc,"Phụ tùng cần thiết để chế tạo xe Buggy."
vehicleBuggyaccessories,"Phụ Kiện Buggy"
vehicleBuggyaccessoriesDesc,"Phụ tùng cần thiết để chế tạo xe Buggy."
vehicleBuggy,"Xe Địa Hình Buggy"
vehicleBuggyplaceable,"Xe Địa Hình Buggy"
vehicleBuggyplaceableDesc,"Một chiếc xe địa hình Buggy cũ kỹ."

vehicleOldSemichassis,"Khung Gầm Xe Đầu Kéo Cũ"
vehicleOldSemichassisDesc,"Phụ tùng cần thiết để chế tạo Xe Đầu Kéo Cũ."
vehicleOldSemibody,"Thân Xe Đầu Kéo Cũ"
vehicleOldSemibodyDesc,"Phụ tùng cần thiết để chế tạo Xe Đầu Kéo Cũ."
vehicleOldSemi,"Xe Đầu Kéo Cũ"
vehicleOldSemiplaceable,"Xe Đầu Kéo Cũ"
vehicleOldSemiplaceableDesc,"Liệu hồn mà tránh đường, Arlene!"

vehicleLMTVchassis,"Khung Gầm LMTV"
vehicleLMTVchassisDesc,"Phụ tùng cần thiết để chế tạo xe LMTV."
vehicleLMTVbody,"Thân Xe LMTV"
vehicleLMTVbodyDesc,"Phụ tùng cần thiết để chế tạo xe LMTV."
vehicleLMTV,"Xe Tải Quân Sự LMTV"
vehicleLMTVplaceable,"Xe Tải Quân Sự LMTV"
vehicleLMTVplaceableDesc,"Xe tải vận chuyển quân sự. Chở được 6 người."

vehicleBoxTruckchassisSchematic,"Bản vehicleCruiser,"Xe Máy Cruiser"
vehicleCruiserplaceable,"Xe Máy Cruiser"
vehicleCruiserplaceableDesc,"Một chiếc Cruiser độ. Tuyệt cú mèo!"
vehicleCruiser2,"Xe Máy Cruiser"
vehicleCruiser2placeable,"Xe Cruiser (Bạc màu)"
vehicleCruiser2placeableDesc,"Một chiếc Cruiser độ. Tuyệt cú mèo!"
vehicleCruiserchassis,"Khung Gầm Cruiser"
vehicleCruiserchassisDesc,"Sự khởi đầu của một thứ gì đó... cực kỳ tuyệt vời!"
vehicleCruiserbars,"Ghi-đông Cruiser"
vehicleCruiserbarsDesc,"Bạn chắc chắn sẽ cần đến những thứ này."

vehicleRat,"Xe Máy Rat"
vehicleRatplaceable,"Xe Máy Rat"
vehicleRatplaceableDesc,"Một chiếc xe máy Rat độ."
vehicleRat2,"Xe Máy Rat"
vehicleRat2placeable,"Xe Rat (Đỏ)"
vehicleRat2placeableDesc,"Một chiếc xe máy Rat độ."
vehicleRatChassis,"Khung Gầm Xe Rat"
vehicleRatChassisDesc,"Sự khởi đầu của một thứ gì đó... cực kỳ tuyệt vời!"
vehicleRatbars,"Ghi-đông Xe Rat"
vehicleRatbarsDesc,"Bạn chắc chắn sẽ cần đến những thứ này."

vehicleSHERPchassis,"Khung Gầm SHERP"
vehicleSHERPchassisDesc,"Phụ tùng cần thiết để chế tạo xe SHERP."
vehicleSHERPaccessories,"Phụ Kiện SHERP"
vehicleSHERPaccessoriesDesc,"Phụ tùng cần thiết để chế tạo xe SHERP."
vehicleSHERP,"Xe Địa Hình SHERP"
vehicleSHERPplaceable,"Xe Địa Hình SHERP"
vehicleSHERPplaceableDesc,"Một chiếc xe địa hình độ chuyên dụng."

vehicleUH60chassis,"Khung Gầm Trực Thăng UH-60"
