Key,english
zombieFemaleFatFeralT2,"Feral Big Mama T2 "
zombieFemaleFatRadiatedT2,"Radiated Big Mama T2 "
zombieFatHawaiianT2,"Tourist T2 "
zombieFatHawaiianFeralT2,"Feral Tourist T2 "
zombieFatHawaiianRadiatedT2,"Radiated Tourist T2 "
zombieBowlerT2,"Bowler T2 "
zombieBowlerFeralT2,"Feral Bowler T2 "
zombieBowlerRadiatedT2,"Radiated Bowler T2 "
zombieFatCopT2,"Cop T2 "
zombieFatCopFeralT2,"Feral Cop T2 "
zombieFatCopRadiatedT2,"Radiated Cop T2 "
zombieSkateboarderT2,"Thug T2 "
zombieSkateboarderFeralT2,"Feral Thug T2 "
zombieSkateboarderRadiatedT2,"Radiated Thug T2 "
zombieSoldierT2,"Soldier T2 "
zombieSoldierFeralT2,"Feral Soldier T2 "
zombieSoldierRadiatedT2,"Radiated Soldier T2 "
zombieWightFeralT2,"Feral Wight T2 "
zombieWightRadiatedT2,"Radiated Wight T2 "
zombieScreamerT2,"Karen T2 "
zombieScreamerFeralT2,"Feral Karen T2 "
zombieScreamerRadiatedT2,"Radiated Karen T2 "
zombieMutatedT2,"Mutated T2 "
zombieMutatedFeralT2,"Feral Mutated T2 "
zombieMutatedRadiatedT2,"Radiated Mutated T2 "
zombieDemolitionT2,"Demolition T2 "
zombieSteveCrawlerT2,"Crawler T2 "
zombieSteveCrawlerFeralT2,"Feral Crawler T2 "
zombieSteveCrawlerRadiatedT2,"Radiated Crawler T2 "
zombieArleneT3,"Arlene T3 "
zombieArleneFeralT3,"Feral Arlene T3 "
zombieArleneRadiatedT3,"Radiated Arlene T3 "
zombieMarleneT3,"Marlene T3 "
zombieMarleneFeralT3,"Feral Marlene T3 "
zombieMarleneRadiatedT3,"Radiated Marlene T3 "
zombiePartyGirlT3,"Party Girl T3 "
zombiePartyGirlFeralT3,"Feral Party Girl T3 "
zombiePartyGirlRadiatedT3,"Radiated Party Girl T3 "
zombieNurseT3,"Nurse T3 "
zombieNurseFeralT3,"Feral Nurse T3 "
zombieNurseRadiatedT3,"Radiated Nurse T3 "
zombieJoeT3,"Joe T3 "
zombieJoeFeralT3,"Feral Joe T3 "
zombieJoeRadiatedT3,"Radiated Joe T3 "
zombieSteveT3,"Steve T3 "
zombieSteveFeralT3,"Feral Steve T3 "
zombieSteveRadiatedT3,"Radiated Steve T3 "
zombieTomClarkT3,"Tom Clark T3 "
zombieTomClarkFeralT3,"Feral Tom Clark T3 "
zombieTomClarkRadiatedT3,"Radiated Tom Clark T3 "
zombieBusinessManT3,"Businessman T3 "
zombieBusinessManFeralT3,"Feral Businessman T3 "
zombieBusinessManRadiatedT3,"Radiated Businessman T3 "
zombieBurntT3,"Burnt T3 "
zombieBurntFeralT3,"Feral Burnt T3 "
zombieBurntRadiatedT3,"Radiated Burnt T3 "
zombieSpiderT3,"Spider T3 "
zombieSpiderFeralT3,"Feral Spider T3 "
zombieSpiderRadiatedT3,"Radiated Spider T3 "
zombieBoeT3,"Boe T3 "
zombieBoeFeralT3,"Feral Boe T3 "
zombieBoeRadiatedT3,"Radiated Boe T3 "
zombieMaleHazmatT3,"Hazmat T3 "
zombieMaleHazmatFeralT3,"Feral Hazmat T3 "
zombieMaleHazmatRadiatedT3,"Radiated Hazmat T3 "
zombieJanitorT3,"Janitor T3 "
zombieJanitorFeralT3,"Feral Janitor T3 "
zombieJanitorRadiatedT3,"Radiated Janitor T3 "
zombieInmateT3,"Inmate T3 "
zombieInmateFeralT3,"Feral Inmate T3 "
zombieInmateRadiatedT3,"Radiated Inmate T3 "
zombieMoeT3,"Moe T3 "
zombieMoeFeralT3,"Feral Moe T3 "
zombieMoeRadiatedT3,"Radiated Moe T3 "
zombieLabT3,"Lab Worker T3 "
zombieLabFeralT3,"Feral Lab Worker T3 "
zombieLabRadiatedT3,"Radiated Lab Worker T3 "
zombieDarleneT3,"Darlene T3 "
zombieDarleneFeralT3,"Feral Darlene T3 "
zombieDarleneRadiatedT3,"Radiated Darlene T3 "
zombieYoT3,"Yo T3 "
zombieYoFeralT3,"Feral Yo T3 "
zombieYoRadiatedT3,"Radiated Yo T3 "
zombieUtilityWorkerT3,"Utility Worker T3 "
zombieUtilityWorkerFeralT3,"Feral Utility Worker T3 "
zombieUtilityWorkerRadiatedT3,"Radiated Utility Worker T3 "
zombieBikerT3,"Biker T3 "
zombieBikerFeralT3,"Feral Biker T3 "
zombieBikerRadiatedT3,"Radiated Biker T3 "
zombieLumberjackT3,"Lumberjack T3 "
zombieLumberjackFeralT3,"Feral Lumberjack T3 "
zombieLumberjackRadiatedT3,"Radiated Lumberjack T3 "
zombieFemaleFatT3,"Big Mama T3 "
zombieFemaleFatFeralT3,"Feral Big Mama T3 "
zombieFemaleFatRadiatedT3,"Radiated Big Mama T3 "
zombieFatHawaiianT3,"Tourist T3 "
zombieFatHawaiianFeralT3,"Feral Tourist T3 "
zombieFatHawaiianRadiatedT3,"Radiated Tourist T3 "
zombieBowlerT3,"Bowler T3 "
zombieBowlerFeralT3,"Feral Bowler T3 "
zombieBowlerRadiatedT3,"Radiated Bowler T3 "
zombieFatCopT3,"Cop T3 "
zombieFatCopFeralT3,"Feral Cop T3 "
zombieFatCopRadiatedT3,"Radiated Cop T3 "
zombieSkateboarderT3,"Thug T3 "
zombieSkateboarderFeralT3,"Feral Thug T3 "
zombieSkateboarderRadiatedT3,"Radiated Thug T3 "
zombieSoldierT3,"Soldier T3 "
zombieSoldierFeralT3,"Feral Soldier T3 "
zombieSoldierRadiatedT3,"Radiated Soldier T3 "
zombieWightFeralT3,"Feral Wight T3 "
zombieWightRadiatedT3,"Radiated Wight T3 "
zombieScreamerT3,"Karen T3 "
zombieScreamerFeralT3,"Feral Karen T3 "
zombieScreamerRadiatedT3,"Radiated Karen T3 "
zombieMutatedT3,"Mutated T3 "
zombieMutatedFeralT3,"Feral Mutated T3 "
zombieMutatedRadiatedT3,"Radiated Mutated T3 "
zombieDemolitionT3,"Demolition T3 "
zombieSteveCrawlerT3,"Crawler T3 "
zombieSteveCrawlerFeralT3,"Feral Crawler T3 "
zombieSteveCrawlerRadiatedT3,"Radiated Crawler T3 "
zombieArleneT4,"Arlene T4 "
zombieArleneFeralT4,"Feral Arlene T4 "
zombieArleneRadiatedT4,"Radiated Arlene T4 "
zombieMarleneT4,"Marlene T4 "
zombieMarleneFeralT4,"Feral Marlene T4 "
zombieMarleneRadiatedT4,"Radiated Marlene T4 "
zombiePartyGirlT4,"Party Girl T4 "
zombiePartyGirlFeralT4,"Feral Party Girl T4 "
zombiePartyGirlRadiatedT4,"Radiated Party Girl T4 "
zombieNurseT4,"Nurse T4 "
zombieNurseFeralT4,"Feral Nurse T4 "
zombieNurseRadiatedT4,"Radiated Nurse T4 "
zombieJoeT4,"Joe T4 "
zombieJoeFeralT4,"Feral Joe T4 "
zombieJoeRadiatedT4,"Radiated Joe T4 "
zombieSteveT4,"Steve T4 "
zombieSteveFeralT4,"Feral Steve T4 "
zombieSteveRadiatedT4,"Radiated Steve T4 "
zombieTomClarkT4,"Tom Clark T4 "
zombieTomClarkFeralT4,"Feral Tom Clark T4 "
zombieTomClarkRadiatedT4,"Radiated Tom Clark T4 "
zombieBusinessManT4,"Businessman T4 "
zombieBusinessManFeralT4,"Feral Businessman T4 "
zombieBusinessManRadiatedT4,"Radiated Businessman T4 "
zombieBurntT4,"Burnt T4 "
zombieBurntFeralT4,"Feral Burnt T4 "
zombieBurntRadiatedT4,"Radiated Burnt T4 "
zombieSpiderT4,"Spider T4 "
zombieSpiderFeralT4,"Feral Spider T4 "
zombieSpiderRadiatedT4,"Radiated Spider T4 "
zombieBoeT4,"Boe T4 "
zombieBoeFeralT4,"Feral Boe T4 "
zombieBoeRadiatedT4,"Radiated Boe T4 "
zombieMaleHazmatT4,"Hazmat T4 "
zombieMaleHazmatFeralT4,"Feral Hazmat T4 "
zombieMaleHazmatRadiatedT4,"Radiated Hazmat T4 "
zombieJanitorT4,"Janitor T4 "
zombieJanitorFeralT4,"Feral Janitor T4 "
zombieJanitorRadiatedT4,"Radiated Janitor T4 "
zombieInmateT4,"Inmate T4 "
zombieInmateFeralT4,"Feral Inmate T4 "
zombieInmateRadiatedT4,"Radiated Inmate T4 "
zombieMoeT4,"Moe T4 "
zombieMoeFeralT4,"Feral Moe T4 "
zombieMoeRadiatedT4,"Radiated Moe T4 "
zombieLabT4,"Lab Worker T4 "
zombieLabFeralT4,"Feral Lab Worker T4 "
zombieLabRadiatedT4,"Radiated Lab Worker T4 "
zombieDarleneT4,"Darlene T4 "
zombieDarleneFeralT4,"Feral Darlene T4 "
zombieDarleneRadiatedT4,"Radiated Darlene T4 "
zombieYoT4,"Yo T4 "
zombieYoFeralT4,"Feral Yo T4 "
zombieYoRadiatedT4,"Radiated Yo T4 "
zombieUtilityWorkerT4,"Utility Worker T4 "
zombieUtilityWorkerFeralT4,"Feral Utility Worker T4 "
zombieUtilityWorkerRadiatedT4,"Radiated Utility Worker T4 "
zombieBikerT4,"Biker T4 "
zombieBikerFeralT4,"Feral Biker T4 "
zombieBikerRadiatedT4,"Radiated Biker T4 "
zombieLumberjackT4,"Lumberjack T4 "
zombieLumberjackFeralT4,"Feral Lumberjack T4 "
zombieLumberjackRadiatedT4,"Radiated Lumberjack T4 "
zombieFemaleFatT4,"Big Mama T4 "
zombieFemaleFatFeralT4,"Feral Big Mama T4 "
zombieFemaleFatRadiatedT4,"Radiated Big Mama T4 "
zombieFatHawaiianT4,"Tourist T4 "
zombieFatHawaiianFeralT4,"Feral Tourist T4 "
zombieFatHawaiianRadiatedT4,"Radiated Tourist T4 "
zombieBowlerT4,"Bowler T4 "
zombieBowlerFeralT4,"Feral Bowler T4 "
zombieBowlerRadiatedT4,"Radiated Bowler T4 "
zombieFatCopT4,"Cop T4 "
zombieFatCopFeralT4,"Feral Cop T4 "
zombieFatCopRadiatedT4,"Radiated Cop T4 "
zombieSkateboarderT4,"Thug T4 "
zombieSkateboarderFeralT4,"Feral Thug T4 "
zombieSkateboarderRadiatedT4,"Radiated Thug T4 "
zombieSoldierT4,"Soldier T4 "
zombieSoldierFeralT4,"Feral Soldier T4 "
zombieSoldierRadiatedT4,"Radiated Soldier T4 "
zombieWightFeralT4,"Feral Wight T4 "
zombieWightRadiatedT4,"Radiated Wight T4 "
zombieScreamerT4,"Karen T4 "
zombieScreamerFeralT4,"Feral Karen T4 "
zombieScreamerRadiatedT4,"Radiated Karen T4 "
zombieMutatedT4,"Mutated T4 "
zombieMutatedFeralT4,"Feral Mutated T4 "
zombieMutatedRadiatedT4,"Radiated Mutated T4 "
zombieDemolitionT4,"Demolition T4 "
zombieSteveCrawlerT4,"Crawler T4 "
zombieSteveCrawlerFeralT4,"Feral Crawler T4 "
zombieSteveCrawlerRadiatedT4,"Radiated Crawler T4 "
zombieArleneT5,"Arlene T5 "
zombieArleneFeralT5,"Feral Arlene T5 "
zombieArleneRadiatedT5,"Radiated Arlene T5 "
zombieMarleneT5,"Marlene T5 "
zombieMarleneFeralT5,"Feral Marlene T5 "
zombieMarleneRadiatedT5,"Radiated Marlene T5 "
zombiePartyGirlT5,"Party Girl T5 "
zombiePartyGirlFeralT5,"Feral Party Girl T5 "
zombiePartyGirlRadiatedT5,"Radiated Party Girl T5 "
zombieNurseT5,"Nurse T5 "
zombieNurseFeralT5,"Feral Nurse T5 "
zombieNurseRadiatedT5,"Radiated Nurse T5 "
zombieJoeT5,"Joe T5 "
zombieJoeFeralT5,"Feral Joe T5 "
zombieJoeRadiatedT5,"Radiated Joe T5 "
zombieSteveT5,"Steve T5 "
zombieSteveFeralT5,"Feral Steve T5 "
zombieSteveRadiatedT5,"Radiated Steve T5 "
zombieTomClarkT5,"Tom Clark T5 "
zombieTomClarkFeralT5,"Feral Tom Clark T5 "
zombieTomClarkRadiatedT5,"Radiated Tom Clark T5 "
zombieBusinessManT5,"Businessman T5 "
zombieBusinessManFeralT5,"Feral Businessman T5 "
zombieBusinessManRadiatedT5,"Radiated Businessman T5 "
zombieBurntT5,"Burnt T5 "
zombieBurntFeralT5,"Feral Burnt T5 "
zombieBurntRadiatedT5,"Radiated Burnt T5 "
zombieSpiderT5,"Spider T5 "
zombieSpiderFeralT5,"Feral Spider T5 "
zombieSpiderRadiatedT5,"Radiated Spider T5 "
zombieBoeT5,"Boe T5 "
zombieBoeFeralT5,"Feral Boe T5 "
zombieBoeRadiatedT5,"Radiated Boe T5 "
zombieMaleHazmatT5,"Hazmat T5 "
zombieMaleHazmatFeralT5,"Feral Hazmat T5 "
zombieMaleHazmatRadiatedT5,"Radiated Hazmat T5 "
zombieJanitorT5,"Janitor T5 "
zombieJanitorFeralT5,"Feral Janitor T5 "
zombieJanitorRadiatedT5,"Radiated Janitor T5 "
zombieInmateT5,"Inmate T5 "
zombieInmateFeralT5,"Feral Inmate T5 "
zombieInmateRadiatedT5,"Radiated Inmate T5 "
zombieMoeT5,"Moe T5 "
zombieMoeFeralT5,"Feral Moe T5 "
zombieMoeRadiatedT5,"Radiated Moe T5 "
zombieLabT5,"Lab Worker T5 "
zombieLabFeralT5,"Feral Lab Worker T5 "
zombieLabRadiatedT5,"Radiated Lab Worker T5 "
zombieDarleneT5,"Darlene T5 "
zombieDarleneFeralT5,"Feral Darlene T5 "
zombieDarleneRadiatedT5,"Radiated Darlene T5 "
zombieYoT5,"Yo T5 "
zombieYoFeralT5,"Feral Yo T5 "
zombieYoRadiatedT5,"Radiated Yo T5 "
zombieUtilityWorkerT5,"Utility Worker T5 "
zombieUtilityWorkerFeralT5,"Feral Utility Worker T5 "
zombieUtilityWorkerRadiatedT5,"Radiated Utility Worker T5 "
zombieBikerT5,"Biker T5 "
zombieBikerFeralT5,"Feral Biker T5 "
zombieBikerRadiatedT5,"Radiated Biker T5 "
zombieLumberjackT5,"Lumberjack T5 "
zombieLumberjackFeralT5,"Feral Lumberjack T5 "
zombieLumberjackRadiatedT5,"Radiated Lumberjack T5 "
zombieFemaleFatT5,"Big Mama T5 "
zombieFemaleFatFeralT5,"Feral Big Mama T5 "
zombieFemaleFatRadiatedT5,"Radiated Big Mama T5 "
zombieFatHawaiianT5,"Tourist T5 "
zombieFatHawaiianFeralT5,"Feral Tourist T5 "
zombieFatHawaiianRadiatedT5,"Radiated Tourist T5 "
zombieBowlerT5,"Bowler T5 "
zombieBowlerFeralT5,"Feral Bowler T5 "
zombieBowlerRadiatedT5,"Radiated Bowler T5 "
zombieFatCopT5,"Cop T5 "
zombieFatCopFeralT5,"Feral Cop T5 "
zombieFatCopRadiatedT5,"Radiated Cop T5 "
zombieSkateboarderT5,"Thug T5 "
zombieSkateboarderFeralT5,"Feral Thug T5 "
zombieSkateboarderRadiatedT5,"Radiated Thug T5 "
zombieSoldierT5,"Soldier T5 "
zombieSoldierFeralT5,"Feral Soldier T5 "
zombieSoldierRadiatedT5,"Radiated Soldier T5 "
zombieWightFeralT5,"Feral Wight T5 "
zombieWightRadiatedT5,"Radiated Wight T5 "
zombieScreamerT5,"Karen T5 "
zombieScreamerFeralT5,"Feral Karen T5 "
zombieScreamerRadiatedT5,"Radiated Karen T5 "
zombieMutatedT5,"Mutated T5 "
zombieMutatedFeralT5,"Feral Mutated T5 "
zombieMutatedRadiatedT5,"Radiated Mutated T5 "
zombieDemolitionT5,"Demolition T5 "
zombieSteveCrawlerT5,"Crawler T5 "
zombieSteveCrawlerFeralT5,"Feral Crawler T5 "
zombieSteveCrawlerRadiatedT5,"Radiated Crawler T5 "
zombieRancherT2,"Rancher T2 "
zombieRancherFeralT2,"Feral Rancher T2 "
zombieRancherRadiatedT2,"Radiated Rancher T2 "
zombieRancherT3,"Rancher T3 "
zombieRancherFeralT3,"Feral Rancher T3 "
zombieRancherRadiatedT3,"Radiated Rancher T3 "
zombieRancherT4,"Rancher T4 "
zombieRancherFeralT4,"Feral Rancher T4 "
zombieRancherRadiatedT4,"Radiated Rancher T4 "
zombieRancherT5,"Rancher T5 "
zombieRancherFeralT5,"Feral Rancher T5 "
zombieRancherRadiatedT5,"Radiated Rancher T5 "
zombieChuckT2,"Chuck T2 "
zombieChuckFeralT2,"Feral Chuck T2 "
zombieChuckRadiatedT2,"Radiated Chuck T2 "
zombieChuckT3,"Chuck T3 "
zombieChuckFeralT3,"Feral Chuck T3 "
zombieChuckRadiatedT3,"Radiated Chuck T3 "
zombieChuckT4,"Chuck T4 "
zombieChuckFeralT4,"Feral Chuck T4 "
zombieChuckRadiatedT4,"Radiated Chuck T4 "
zombieChuckT5,"Chuck T5 "
zombieChuckFeralT5,"Feral Chuck T5 "
zombieChuckRadiatedT5,"Radiated Chuck T5 "
